response_time,availability,throughput,successability,reliability,compliance,best_practices,latency,documentation,service_name,wsdl_address,service_classification,service_class_name
114.0,86,11.3,95,73,78,84,6.33,1,GoogleSearchService,http://theblackonion.iespana.es/mt/lib/mt/googlesearch.wsdl,3,Silver
181.7,34,3.5,34,73,78,84,41.7,57,AAIService,http://location.openwave.com:8080/locationstudio/webservices/aai.wsdl,4,Bronze
1334.0,100,8.3,100,73,100,80,89.0,32,GetEntertainmentListingsService,http://services.chumcity.net/CityTV/Entertainment/GetEntertainmentListingsService.asmx?WSDL,2,Gold
462.5,78,2.7,79,73,67,84,177.5,66,Source_x0020_Code_x0020_Community_x0020_WebService,http://www.codecommunity.de/sccwebservice.asmx?wsdl,3,Silver
543.0,95,9.3,99,73,100,84,7.4,42,notseqService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/notseq.wsdl,1,Platinum
38.0,71,1.9,71,67,89,77,0.88,38,SCADA_LM,http://www.multispeak.org/interface/30j/3_SCADA_LM.asmx?WSDL,3,Silver
53.0,83,21.0,84,60,89,69,4.0,6,XMLPortalService,http://www.lexel.com/EnvGXLogin/html/BerwickXMLPortal.html,3,Silver
140.0,86,8.3,86,73,78,84,2.0,34,XmlDailyFact,http://www.xmlme.com/WSDailyXml.asmx?wsdl,2,Gold
137.0,83,21.6,84,73,89,84,7.0,62,myService,http://www.ccp4.ac.uk/ccp4/wsdl/matthews.wsdl,1,Platinum
164.0,94,13.6,98,73,78,80,22.29,91,Context,http://pc-tambura.ipsi.fhg.de/runtimetools/Web%20References/com.taxonomy.ipsi.fhg/Context.wsdl,1,Platinum
134.83,99,2.4,100,58,67,75,25.16,7,DimeInterop,http://mssoapinterop.org/stkV3/dime/dime-doc.wsdl,4,Bronze
579.5,78,6.0,78,67,67,82,397.25,41,ArticleService,http://www.yazgelistir.com/YGServices/ArticleService.asmx?wsdl,4,Bronze
257.2,87,1.7,95,58,100,75,8.4,33,wobbleService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/wobble.wsdl,3,Silver
124.67,85,16.6,95,73,78,88,48.34,2,Award,http://rnsdemo.rnsolutions.com/dcis/wsdl/GUIServices/DataCollection/contracts/1.2/Award.wsdl,2,Gold
141.5,93,15.9,98,50,78,66,11.38,90,Service,http://www.csoft.co.uk/dtd/sendsms4.wsdl,2,Gold
1067.67,63,1.9,64,83,89,91,751.34,38,Blast,http://twiki.mygrid.info/twiki/pub/Mygrid/TempWSDL/Blast_search_noparam.wsdl,3,Silver
185.0,83,33.7,84,80,78,83,1.0,10,walker_service,http://www.walkermowers.com/ws/opei/claimc.wsdl,2,Gold
344.0,95,23.2,98,73,100,80,18.0,5,DownloadService,http://www.samsung.com/latin/support/WcmsService/DownloadService.asmx?WSDL,1,Platinum
115.4,97,10.1,99,67,78,77,59.36,59,TNPubServicesXML,http://tnwebservicespublic-test.ticketsoftware.net/webservices/TNPubServicesXML.asmx?WSDL,2,Gold
235.9,61,4.0,61,73,67,84,86.9,88,TheHolyBible,http://www.francisshanahan.com/TheHolyBible.asmx?wsdl,3,Silver
155.75,90,13.8,97,73,78,84,15.25,89,LanguageDictionary,http://pc-tambura.ipsi.fhg.de/AuthoringTools/LanguageDictionary/LanguageDictionary.asmx?WSDL,1,Platinum
252.59,57,4.8,58,67,78,82,50.59,90,StockQuotes,http://www.gama-system.com/webservices/stockquotes.asmx?wsdl#StockQuotesSoap,3,Silver
197.07,26,5.2,26,53,100,66,27.27,29,ReviewRequestManager,http://rep.oio.dk/Infostructurebase/documantation/2004/09/29/reviewrequestmanager.wsdl,4,Bronze
379.0,63,5.6,63,73,78,88,18.67,7,OTNHelloWorld,http://webservices.oracle.com/ws/mobile/oracle.ws.OTNHelloWorld?WSDL,4,Bronze
300.8,86,2.2,95,73,100,84,6.4,33,caiService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/cai.wsdl,2,Gold
308.88,18,6.0,19,60,100,74,4.13,2,Onegroupservice,http://www.onegrp.com/onegroupservice.asmx?wsdl,4,Bronze
90.12,69,6.5,70,73,89,84,21.37,12,DictionaryManager,http://webservices.sevder.com/DictionaryManager.asmx?wsdl,3,Silver
298.2,98,0.9,99,67,100,82,59.4,7,prettyseqService,http://www.ebi.ac.uk/soaplab/emboss4/services/display.prettyseq.derived?wsdl,2,Gold
49.53,53,15.0,54,60,89,69,0.82,32,CB_CD,http://www.multispeak.org/interface/30j/2B_CB_CD.asmx?wsdl,4,Bronze
111.0,56,13.8,56,83,89,91,6.0,2,TfscanService,http://www.vbi.vt.edu/~pathport/services/wsdls/tfscan.wsdl,3,Silver
266.33,85,1.1,95,67,78,85,11.44,7,TargetServiceBinding,http://ariadne.cs.kuleuven.ac.be/AWS/services/TargetService?wsdl,3,Silver
136.0,56,5.3,57,50,89,66,7.0,2,UpdateService,http://www.msdomino.net/orders.nsf/order_update?wsdl,4,Bronze
131.38,99,15.4,100,60,89,69,12.19,7,MainService,http://www.infoknowledgebase.com/servlet/services/Main?wsdl,3,Silver
130.75,95,21.7,98,73,78,80,8.0,10,CafePressServices,http://api.cafepress.com/index.asmx?wsdl,2,Gold
67.5,86,6.0,86,73,78,80,1.5,95,check,http://ws.cdyne.com/spellchecker/check.asmx?wsdl,1,Platinum
250.8,100,1.4,100,50,100,72,42.4,12,sycoService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_codon_usage.syco.derived?wsdl,3,Silver
287.93,100,6.9,100,67,78,77,17.73,88,ABRXMLSearch,http://www.abr.business.gov.au/abrxmlsearch/abrxmlsearch.asmx?wsdl,1,Platinum
440.75,89,1.3,96,73,78,84,13.0,11,SMSGateway,http://www.smsdome.com/portalvbvs/services/smsgateway.asmx?wsdl,3,Silver
604.33,63,6.8,63,67,78,72,6.66,7,BankServiceService,http://www.arikan.at/axis/services/BankService?wsdl,4,Bronze
202.04,97,9.9,99,60,89,74,6.92,40,DocApi,http://soap.centerpost.com/DocApi.asmx?wsdl,2,Gold
122.0,99,34.3,100,73,78,84,8.0,12,WSDLInteropTestListService,http://www.whitemesa.com/r3/InteropTestList.wsdl,1,Platinum
220.96,87,11.1,95,53,89,66,40.44,2,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/utils_database_creation.cathparse?wsdl,4,Bronze
374.67,63,6.3,63,73,89,62,15.67,91,Nearest_x0020_Service,http://lbs.wheresoft.com/api/wssp/nearestservice.asmx?wsdl,3,Silver
140.92,94,12.6,95,73,89,62,43.17,11,Lists,http://www.lacooperativa.org/_vti_bin/Lists.asmx?wsdl,3,Silver
222.6,85,1.0,95,58,100,75,8.4,33,pepnetService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/pepnet.wsdl,3,Silver
146.5,90,17.6,97,73,100,80,3.0,8,SynonymsService,http://wortschatz.uni-leipzig.de/axis/services/Synonyms?wsdl,2,Gold
208.8,94,1.9,98,73,100,84,6.6,40,prettyseqService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/prettyseq.wsdl,1,Platinum
234.5,89,23.7,96,78,89,89,106.0,9,WebServiceAgentService,http://oscar.snapps.com/portal.nsf/WebServiceAgent.wsdl,1,Platinum
330.0,83,15.6,84,67,78,72,3.0,8,GeoCodeSrvService,http://freemosp.51ditu.com/wsdl/GeoCodeSrv.wsdl,3,Silver
131.36,90,2.3,97,60,67,79,4.0,10,Interop,http://mssoapinterop.org/stk/LoggedInterop.wsdl,4,Bronze
218.2,93,2.4,98,73,78,84,6.8,40,domainsweepService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/domainsweep.wsdl,2,Gold
139.08,65,11.7,65,60,78,62,61.5,41,HotelsService,http://ws1.touricoholidays.com/HotelsService.asmx?wsdl,4,Bronze
379.6,89,11.0,96,73,100,84,6.0,38,eprimer3Service,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/eprimer3.wsdl,1,Platinum
411.12,39,6.2,39,73,100,84,24.87,38,MapService,http://lbs.wheresoft.com/api/wssp/mapservice.asmx?wsdl,4,Bronze
201.12,44,0.9,44,67,89,72,112.87,65,MapImage,http://arcweb.esri.com/services/v1/MapImage.wsdl,4,Bronze
314.0,90,24.6,97,73,100,80,21.0,6,DownloadService,http://www.samsung.com/in/support/WcmsService/DownloadService.asmx?WSDL,1,Platinum
83.0,92,24.8,97,73,78,84,10.6,9,SendCustomForm,http://www.realreports.info/Apps/WebService/SendCustomForm.asmx?WSDL,2,Gold
306.8,90,12.7,97,73,100,84,9.0,35,mergerService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/merger.wsdl,1,Platinum
133.67,96,8.7,99,73,78,80,0.67,11,WSDLInteropTestDocLitParameters,http://mssoapinterop.org/asmx/WSDL/InteropTestDocLitParameters.wsdl,3,Silver
280.17,85,3.9,86,53,89,66,97.74,9,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/protein_composition.iep?wsdl,4,Bronze
407.0,85,19.1,95,58,89,75,32.0,11,AdminService,http://passport.sme.gov.cn/services/AdminService?wsdl,3,Silver
255.0,86,19.5,87,83,89,91,11.0,2,ExPtLinkSampleService,http://trans.nict.go.jp/axis/services/ExPtLinkSampleService?wsdl,1,Platinum
706.0,86,3.2,95,73,78,84,15.5,31,UDDIBusinessFinder,http://www.webservicex.com/UDDIBusinessFinder.asmx?WSDL,3,Silver
408.0,83,15.2,84,83,89,91,3.0,6,VersionService,http://passport.sme.gov.cn/services/Version?wsdl,2,Gold
126.17,98,12.0,100,67,78,82,22.77,89,GBNIRHolidayDates,http://www.holidaywebservice.com/Holidays/GBNIR/Dates/GBNIRHolidayDates.asmx?WSDL,1,Platinum
3071.5,90,1.4,97,80,78,87,19.75,38,NAICS,http://www.webservicex.com/NAICS.asmx?wsdl,3,Silver
232.2,85,1.8,95,73,78,84,5.8,34,twodsweepService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/twodsweep.wsdl,3,Silver
494.8,97,9.6,99,73,100,84,10.2,38,emmaService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/emma.wsdl,1,Platinum
46.05,89,20.7,96,67,100,77,4.48,8,AWSMechanicalTurkRequester,http://mechanicalturk.amazonaws.com/AWSMechanicalTurk/2005-10-01/AWSMechanicalTurkRequester.wsdl,2,Gold
59.0,88,28.6,96,73,89,62,2.0,93,NRA_x0020_ILA_x0020_News_x0020_Syndication,http://www.nraila.org/Services/News.asmx?WSDL,1,Platinum
335.58,65,8.9,66,73,78,80,3.75,11,DataTypes,http://aspalliance.com/quickstart/aspplus/samples/services/DataTypes/VB/DataTypes.asmx?wsdl,4,Bronze
133.62,70,4.9,70,73,89,84,2.37,5,MathService,http://samples.gotdotnet.com/quickstart/aspplus/samples/services/mathservice/cs/mathservice.asmx?wsdl,3,Silver
524.0,94,22.5,98,67,89,85,22.0,65,TestService,http://www.bengoodger.com/software/mb/umo/test.wsdl,1,Platinum
159.5,78,6.8,79,60,89,79,84.75,87,AccountService,http://www.fmnsoft.com/AccountService.asmx?wsdl,2,Gold
390.0,72,16.2,72,78,89,89,119.0,11,PlaceCatalogService,http://oscar.snapps.com/portal.nsf/PlaceCatalog?WSDL,3,Silver
168.17,93,14.2,98,73,78,62,18.5,92,Html2XmlServices,http://www.html2xml.nl/Services/html2xml/version1/Html2Xml.asmx?WSDL,1,Platinum
215.6,87,1.6,95,73,100,84,10.8,32,stssearchService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/stssearch.wsdl,2,Gold
346.39,85,2.6,86,53,89,66,110.48,2,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/phylogeny_discrete_characters.fdolpenny?wsdl,4,Bronze
208.6,89,0.8,96,67,100,82,42.0,11,vrnainverseService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_rna_folding.vrnainverse.derived?wsdl,3,Silver
125.5,86,21.3,86,73,89,84,2.0,59,MSInfoService,http://www.eggheadcafe.com/webservices/msinfoservice/msinfoservice.asmx?wsdl,1,Platinum
218.6,93,1.1,98,73,100,84,5.4,33,pepstatsService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/pepstats.wsdl,2,Gold
127.0,90,23.1,96,67,100,83,9.0,10,Compound1,http://www.whitemesa.com/r3/compound1.wsdl,1,Platinum
103.25,93,20.0,98,73,78,84,1.0,86,DOTSValidateCanada,http://ws2.serviceobjects.net/avca/ValidateCanada.asmx?wsdl,1,Platinum
750.0,83,7.4,84,73,100,87,3.0,5,RemoteOnlineReadingWS,http://rep.oio.dk/kmd.dk/energi/xml/wsdl/2005/07/05/RemoteOnlineReadingWS.wsdl,3,Silver
214.0,67,8.5,68,73,78,84,116.6,37,AddressVerifier,http://services.argosoft.com/AddressValidation/AddressVerifier.asmx?wsdl,3,Silver
94.67,98,4.7,99,73,100,84,16.34,8,MSN,http://ws.acrosscommunications.com/MSN.asmx?WSDL,2,Gold
303.0,84,3.2,84,67,78,77,3.0,87,RSSService,http://neon.vb.cbs.nl/sodi/RSS/SodiRSSService.asmx?wsdl,2,Gold
218.8,89,1.4,96,73,100,84,9.2,36,shuffleseqService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/shuffleseq.wsdl,2,Gold
350.33,91,7.5,91,73,78,80,51.83,1,OHRwurmIndexService,http://ohrwurm.net/soap/index/OHRwurmIndex.wsdl,3,Silver
213.17,99,1.2,100,60,100,79,44.34,56,TelesignAPI,http://ws.strikeiron.com/TeleSign/televerification?WSDL,2,Gold
113.09,53,8.4,53,60,89,74,7.18,60,Round4XSDTest,http://mssoapinterop.org/asmx/xsd/round4XSD.wsdl,4,Bronze
140.67,63,4.2,64,60,78,62,3.0,2,NavigatePublicationTarget,http://rep.oio.dk/gentofte.dk/xml/wsdl/2005/09/12/NavigatePublicationTarget.wsdl,4,Bronze
153.32,97,9.2,97,60,100,74,2.96,91,NominaliaWS,http://ws.nominalia.com/WS/NominaliaWS.asmx?WSDL,1,Platinum
151.0,83,24.0,84,78,89,89,15.0,64,christmas,http://soap.fmui.de/christmas.wsdl,1,Platinum
312.5,21,3.1,22,42,100,72,25.9,89,SforceService,http://www.scuttlefish.com/sforce.xml,4,Bronze
88.0,83,28.2,84,89,89,93,3.0,10,learn,http://amadeus.biosci.arizona.edu/~nirav/learn.wsdl,1,Platinum
1818.64,62,2.4,63,73,78,84,37.35,11,SMS_Service,http://extra.vianett.no/webservices/vianett_sms_service/SMS_Service.asmx?wsdl,4,Bronze
175.5,86,12.4,95,73,100,80,3.5,4,CooccurrencesService,http://wortschatz.uni-leipzig.de/axis/services/Cooccurrences?wsdl,2,Gold
190.0,98,3.7,99,89,78,93,17.75,6,eUtilsService,http://www.ncbi.nlm.nih.gov/entrez/eutils/soap/eutils_lite.wsdl,2,Gold
540.67,75,7.3,76,83,50,91,123.0,65,ASPNLexer,http://aspn.activestate.com/ASPN/Cookbook/HTMLLexer/ASPNLexer.wsdl,3,Silver
122.0,63,9.6,63,80,100,87,2.33,4,ExchangeRateService,http://www-128.ibm.com/developerworks/webservices/library/ws-jsrart/Sample.wsdl,3,Silver
341.39,82,0.9,82,53,89,66,122.26,7,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/alignment_local.matcher?wsdl,4,Bronze
730.2,86,3.4,95,73,89,84,47.8,37,InsertRelation,http://www.zbirka.com/Services/DOCTRACE_SERVICE/InsertRelation.asmx?wsdl,2,Gold
189.0,83,27.6,84,78,89,89,1.0,58,SOAP,http://www.progem.bg/BGTrans/services.wsdl,1,Platinum
257.0,94,1.2,98,67,100,82,37.2,7,revseqService,http://www.ebi.ac.uk/soaplab/emboss4/services/edit.revseq.derived?wsdl,3,Silver
64.0,83,24.8,84,78,89,89,4.0,11,SecureLogin,http://www.daytonequipment.com/dei-web/Global/SecureLogin.asmx?WSDL,1,Platinum
89.0,83,13.2,84,73,67,80,1.0,36,SortNumbers,http://www.calstatela.edu/faculty/jmiller6/cs454-winter2003/notes/sort.wsdl,3,Silver
198.5,72,15.1,72,83,89,91,6.0,4,SerClsPeticionSOAPTPVPCservice,http://sas-d.sermepa.es/TPV_PC/wsdl/SerClsEntradaTPVPCv3d0.wsdl,2,Gold
1301.33,98,3.5,98,83,89,91,154.5,4,PhylogeneticService,http://staff.vbi.vt.edu/pathport/services/wsdls/phylogenetic.wsdl,2,Gold
266.0,83,19.2,84,83,89,91,8.0,10,SalesService,http://freeride.com/lc/Sales.php?wsdl,1,Platinum
111.67,85,7.4,95,73,78,84,9.0,3,GoogleSearchService,http://www.myjavaserver.com/~tsschnoc/GoogleSearch.wsdl,3,Silver
465.0,83,9.1,84,83,89,93,63.0,10,BankValSOAP,http://www.unifiedsoftware.co.uk/BankValgetdetail.wsdl,2,Gold
2482.0,94,5.6,98,73,78,84,2.0,10,FrequencyUnit,http://www.webservicex.net/convertFrequency.asmx?WSDL,3,Silver
96.67,92,3.9,97,58,100,75,13.67,87,WolframSearchService,http://webservices.wolfram.com/services/SearchServices/WolframSearch.wsdl,1,Platinum
117.0,88,11.0,96,73,78,84,7.33,2,GoogleSearchService,http://www.ice.urv.es:8080/packages/google/GoogleSearch.wsdl,3,Silver
379.78,85,2.3,85,53,89,66,106.04,10,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/phylogeny_discrete_characters.fpenny?wsdl,4,Bronze
1328.5,56,3.8,56,83,89,91,3.75,10,GeneidmapService,http://staff.vbi.vt.edu/pathport/services/wsdls/geneidmap.wsdl,4,Bronze
132.86,28,3.8,28,78,50,89,4.36,62,Chemistry,http://soap.fmui.de/chemistry.wsdl,4,Bronze
3111.67,99,2.1,100,67,100,77,4.34,87,RadioMallWS,http://ws.strikeiron.com/RadioMallWS?WSDL,2,Gold
1456.67,90,4.1,96,73,78,62,19.0,93,CasService,http://voservices.net/CasService/ws_v1_0/CasService.asmx?wsdl,3,Silver
114.67,93,10.8,98,73,78,84,6.0,6,GoogleSearchService,http://www.update.uu.se/~adde/mt/lib/MT/GoogleSearch.wsdl,2,Gold
82.0,83,41.2,84,67,89,77,2.0,10,ISOcodesSOAP,http://www.siliconllama.com/services/wsdl/ISOcodesService.wsdl,2,Gold
206.4,94,2.4,98,58,100,75,7.6,42,tmapService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/tmap.wsdl,2,Gold
105.78,60,10.9,61,73,67,80,59.17,37,DelayedStockQuote,http://ws.cdyne.com/delayedstockquote/delayedstockquote.asmx?wsdl,4,Bronze
164.0,100,7.3,100,73,100,84,48.25,11,GetOrderInfo,http://my.nctm.org/ebusiness/WebServices/GetOrderInfo.asmx?wsdl,2,Gold
417.0,86,6.5,86,73,100,84,230.0,5,NewsWebSvc,http://www.01191.com/WebService/01191newsXML.asmx?wsdl,3,Silver
184.0,100,12.1,100,80,78,87,1.0,9,elewebdir,http://www.gardatrentinonline.it/servizi/elewebdir.asmx?WSDL,2,Gold
85.25,97,19.3,99,73,89,62,28.25,92,ImageService,http://www.leadtools.net/Services/ImageService/ImageService.asmx?WSDL,1,Platinum
564.5,97,13.4,99,73,100,84,1.0,12,HashClass,http://www.bs-byg.dk/hashclass.wsdl,2,Gold
246.6,92,3.0,97,73,100,84,43.4,5,pdbtospService,http://www.ebi.ac.uk/soaplab/emboss4/services/utils_database_creation.pdbtosp.derived?wsdl,2,Gold
363.0,63,8.4,63,67,89,72,43.67,6,MetadbSearchService,http://www.ps.noda.tus.ac.jp/axis/services/metadb?wsdl,4,Bronze
84.0,91,12.5,97,67,78,82,2.0,8,BasicAddressMatch,http://www.bgtaddresstools.beta.state.pa.us/BasicAddressMatch/BasicAddressMatch.asmx?wsdl,3,Silver
221.75,78,9.2,78,73,67,84,82.75,42,InstantOrder,http://www.sonnenburg.se/CommerceVBVS/InstantOrder.asmx?WSDL,3,Silver
963.0,95,11.1,98,58,100,57,6.0,5,TWS-DS,http://www.trustedwebservices.org/trustedx/downloads/DigitalSignature.wsdl,4,Bronze
125.33,94,7.9,98,73,78,84,10.33,12,GoogleSearchService,http://dotnet.jku.at/book/solutions/7/GoogleSearch.wsdl,2,Gold
93.37,96,13.5,99,67,89,58,41.66,93,CommandService,http://www.leadtools.net/Services/CommandService/CommandService.asmx?wsdl,1,Platinum
268.0,83,17.2,84,67,89,72,37.0,11,SWGCraftAPI,http://www.swgcraft.com/soap/swgcraftapi.php?wsdl,3,Silver
206.0,95,1.2,98,73,100,84,8.8,34,etandemService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/etandem.wsdl,2,Gold
560.62,100,2.2,100,78,89,89,41.85,90,?????????,http://submit.8848.com/biz.asmx?wsdl,1,Platinum
1442.86,87,2.9,95,73,78,84,46.72,5,WSMaxsproutService,http://www.ebi.ac.uk/Tools/webservices/wsdl/WSMaxsprout.wsdl,3,Silver
372.25,66,4.7,66,80,89,83,77.83,8,Service,http://macrowebservices.com/clients/sdg/ws/service.asmx?WSDL&v=16,3,Silver
151.1,60,5.5,61,67,78,72,33.1,7,SoapTest,http://www.mssoapinterop.org/asmx/simpleb.asmx?wsdl,4,Bronze
217.4,87,15.1,96,73,100,84,7.2,41,wordmatchService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/wordmatch.wsdl,1,Platinum
288.21,93,7.7,98,67,78,82,16.0,92,CreditCard,http://webservices.primerchants.com/creditcard.asmx?WSDL,1,Platinum
329.13,85,0.4,85,53,89,66,139.74,8,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/alignment_global.est2genome?wsdl,4,Bronze
72.25,89,10.1,89,78,78,89,2.75,11,X3WS,http://emaint.no-ip.com/emaintws/x3ws.wsdl,2,Gold
582.85,56,4.4,58,67,89,77,113.66,3,SharewareService,http://service.sharewarestarterkit.com/sharewareservice.asmx?wsdl,4,Bronze
1212.2,90,4.5,90,60,78,69,70.8,5,Schedule,http://webservices.aeroflot.ru/flightSearch.wsdl,4,Bronze
181.0,83,30.6,84,80,78,83,94.0,7,walker_service,http://www.walkermowers.com/ws/opei/claime.wsdl,2,Gold
391.6,92,10.8,97,73,100,84,12.6,35,extractfeatService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/extractfeat.wsdl,1,Platinum
996.0,84,3.0,84,60,78,69,120.0,38,FlickrComment,http://www.imadeitlast.com/Webservices/Flickr/CommentFeed/commandAPI.asmx?wsdl,4,Bronze
230.48,82,8.3,83,53,89,66,57.44,10,AnalysisWSGowlabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/testing.yeastgrid?wsdl,4,Bronze
252.33,100,10.8,100,50,100,62,6.44,5,ServiceTransfert,http://www.thomasbouche.com/WS/Transfert/WSTransfert.asmx?wsdl,3,Silver
1345.5,78,4.0,79,73,78,84,23.25,4,WSMPsrchService,http://www.ebi.ac.uk/Tools/webservices/wsdl/WSMPsrch.wsdl,4,Bronze
200.0,78,9.6,78,73,89,80,81.5,37,InstantOrder,http://www.onecone.com/WebServices/instantorder.asmx?wsdl,3,Silver
220.2,93,14.2,98,73,100,84,9.0,34,getorfService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/getorf.wsdl,1,Platinum
178.0,56,5.2,57,78,89,89,16.75,10,IHessServiceservice,http://www.hess-autoteile-shop.de/soap/hessservice.dll/wsdl/IHessService,3,Silver
111.33,95,11.0,99,67,78,77,31.8,96,ForumSecure,http://netservice.fossware.com/ForumSecure.asmx?wsdl,1,Platinum
872.12,89,5.6,96,73,78,80,5.74,87,GenreTermsAndSubjectHeadings,http://www.oclc.org/research/projects/termservices/WebServices/GenreTermsAndSubjectHeadings/GenreTermsAndSubjectHeadings.asmx?wsdl,2,Gold
186.0,86,11.3,86,60,89,69,6.5,5,Random Quote,http://www.boyzoid.com/comp/randomQuote.cfc?wsdl,4,Bronze
667.11,38,2.1,38,73,89,75,82.0,39,SPRACI,http://www.spraci.com/services/soap/index.php?wsdl&gg,4,Bronze
413.5,98,11.4,100,80,89,78,4.5,36,hellowsdl,http://www.carlitoscontin.com.ar/test1.php?wsdl,1,Platinum
4989.67,93,1.6,93,73,100,80,14.0,5,Api,http://www.epostservice.com/ws/api_10.asmx?wsdl,4,Bronze
404.2,87,1.2,95,67,100,82,45.0,8,vrnacofoldService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_rna_folding.vrnacofold.derived?wsdl,3,Silver
171.0,67,8.0,67,73,78,84,7.25,32,Wordml2latexService,http://www.mondorux.com/(4r2j4p55lk135d55vklr2255)/servizi/Wordml2latexService.asmx?WSDL,3,Silver
120.0,87,24.2,95,67,89,82,2.0,7,interopLabEchoHeader,http://mssoapinterop.org/stkV3/InteropC.wsdl,2,Gold
119.0,83,10.7,84,73,89,80,1.0,2,ExecutablePackage,http://www.l3s.de/~olmedilla/students/2006/ExecutablePackage.wsdl,3,Silver
130.5,86,7.9,86,73,78,84,2.0,40,SportingGoodsFinder,http://www.xmlme.com/WSSportingGoods.asmx?WSDL,2,Gold
261.62,21,1.5,21,53,78,66,14.12,3,SABLEModelServerRPCService,http://ems.eurostep.fi:8080/EMS/services/SABLE.MSWS.RPC?wsdl,4,Bronze
329.0,98,23.9,99,73,100,80,20.0,7,DownloadService,http://www.samsung.com/pl/support/WcmsService/DownloadService.asmx?WSDL,1,Platinum
181.36,98,12.6,99,73,100,84,17.63,90,ManageLoginsAndRanges,http://webservices.kull.ch/Numbering/ManageLoginsAndRanges.asmx?WSDL,1,Platinum
163.0,90,20.1,97,58,78,75,1.0,10,DealerLocator,http://ws.toyota.com/DLWS/services/DealerLocatorSoap?wsdl,3,Silver
222.47,97,8.5,99,60,78,54,12.61,87,SIMS,http://sviluppo.sister.it/SIMSWebService/SIMS.asmx?WSDL,3,Silver
415.93,95,7.3,95,67,100,77,10.29,60,MapImage,http://arcwebstg.esri.com/services/v2006/MapImage.wsdl,1,Platinum
141.25,59,0.8,59,53,89,66,34.25,6,PropertyInformation,http://www.larimer.org/webservices/PropertyInformation.cfc?wsdl,4,Bronze
463.6,91,2.0,91,73,100,84,98.4,41,showdbService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/showdb.wsdl,2,Gold
237.36,59,7.7,60,73,78,84,2.5,89,ExchangeRates,http://www.gama-system.com/webservices/exchangerates.asmx?wsdl,2,Gold
179.6,61,7.2,61,78,89,89,34.8,10,MessageServerService,http://sharifibrahim.com/2005/networking/chat.wsdl,3,Silver
228.2,86,14.8,95,73,100,84,8.0,35,pasteseqService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/pasteseq.wsdl,1,Platinum
124.0,91,26.9,97,73,78,84,8.0,66,magic,http://www.cs.fsu.edu/~engelen/magic.wsdl,1,Platinum
287.4,91,1.3,97,50,100,72,36.6,3,prettyplotService,http://www.ebi.ac.uk/soaplab/emboss4/services/alignment_multiple.prettyplot.derived?wsdl,4,Bronze
322.0,91,19.6,97,73,100,80,109.0,10,FlightRouteAggregatorService,http://www.pathfinder-xml.com/development/WSDL/FlightRouteAggregatorService.wsdl,2,Gold
100.0,94,21.8,98,73,100,87,2.0,64,FlightInformation,http://ws.cendant.com/B2BGateway/service/FlightInformation?WSDL,1,Platinum
563.0,80,2.3,80,53,67,76,7.0,7,Interop,http://www.mssoapinterop.org/stk/LoggedInteropTyped.wsdl,4,Bronze
333.52,86,3.0,86,53,89,66,111.26,11,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/phylogeny_molecular_sequence.ffreqboot?wsdl,4,Bronze
266.6,88,1.9,96,67,100,82,43.2,6,garnierService,http://www.ebi.ac.uk/soaplab/emboss4/services/protein_2d_structure.garnier.derived?wsdl,3,Silver
